no,profile_name,profile_link,id,profile_affiliations,profile_email,profile_cited_by_count,profile_interests,oldest_year,latest_year,num_publications,total_cites,h_index,i10_index,total_cites_since2019,h_index_since2019,i10_index_since2019
1114,Mikko Korpela,https://scholar.google.com/citations?hl=en&user=0A9KXEgAAAAJ,0A9KXEgAAAAJ,Retired,Verified email at pp2.inet.fi,2333,"Information Systems, Work Activity, Africa, Health Informatics",1988,2018,149,2333,24,52,372,10,10
1115,Betty Purwandari,https://scholar.google.com/citations?hl=en&user=id15VTAAAAAJ,id15VTAAAAAJ,Associate Professor at Universitas Indonesia,Verified email at cs.ui.ac.id,2333,"Computer Science, Information Systems",2005,2024,153,2333,24,56,2274,24,55
1116,Kyoung Jun Lee,https://scholar.google.com/citations?hl=en&user=Vl3BRr4AAAAJ,Vl3BRr4AAAAJ,"Business & Big Data Analytics, Kyung Hee University",Verified email at khu.ac.kr,2332,"Artificial Intelligence, Business Model, Information Systems, MIS, Big Data",1992,2024,351,2332,22,52,646,12,15
1117,Pouria Khosravi,https://scholar.google.com/citations?hl=en&user=2OOtWmwAAAAJ,2OOtWmwAAAAJ,Queensland University of Technology,Verified email at hdr.qut.edu.au,2331,"Information Systems, Quantitative Data Analysis, Project Management, Organisational Behavior",2012,2023,28,2331,17,17,2116,15,15
1118,Markus Weinmann,https://scholar.google.com/citations?hl=en&user=f4N3GroAAAAJ,f4N3GroAAAAJ,University of Cologne,Verified email at wiso.uni-koeln.de,2328,"Business Analytics, Customer Analytics, Digital Markets, Behavioral Economics, Information Systems",2011,2024,43,2328,17,20,2098,16,18
1119,Ida Lindgren,https://scholar.google.com/citations?hl=en&user=imDRdoEAAAAJ,imDRdoEAAAAJ,"Associate professor (bitr.professor) in information systems, Linköping university, Sweden",Verified email at liu.se,2328,"Information Systems, e-government, public service, organizational change, e-service development",2004,2024,108,2329,21,34,1767,17,26
1120,Mario Giovanni Cosimo Antonio Cimino,https://scholar.google.com/citations?hl=en&user=BKukGiAAAAAJ,BKukGiAAAAAJ,"Associate Professor, Department of Information Engineering",Verified email at unipi.it,2319,"Information Systems, Computational Intelligence",2003,2024,166,2319,28,51,1426,19,40
1121,Panos Constantopoulos,https://scholar.google.com/citations?hl=en&user=EAagfCoAAAAJ,EAagfCoAAAAJ,"Professor Emeritus of Informatics, Athens University of Economics and Business",Verified email at aueb.gr,2314,"Information Systems, Knowledge Representation, Ontologies, Digital Curation",1979,2024,141,2314,31,55,396,10,10
1122,Christopher A. Williams,https://scholar.google.com/citations?hl=en&user=YKqEIJMAAAAJ,YKqEIJMAAAAJ,IU International University of Applied Sciences,Verified email at iu.org,2302,"Management, Information Systems, Learning Sciences",2005,2025,77,2302,13,14,2224,13,14
1123,Ajay Vinze,https://scholar.google.com/citations?hl=en&user=z57Kb8kAAAAJ,z57Kb8kAAAAJ,George Mason University,Verified email at gmu.edu,2296,"Information Systems, AI, Collaborative Computing, Group Polarization",1987,2020,105,2296,24,43,520,13,16
1124,Yuan Li,https://scholar.google.com/citations?hl=en&user=AJFJaO8AAAAJ,AJFJaO8AAAAJ,University of Tennessee,Verified email at utk.edu,2275,Information Systems,2006,2023,32,2275,16,19,1499,16,18
1125,Alejandra Cechich,https://scholar.google.com/citations?hl=en&user=HutJAtsAAAAJ,HutJAtsAAAAJ,"Full Professor of Software Engineering, Comahue University",Verified email at fi.uncoma.edu.ar,2274,"Software Engineering, Information Systems",1998,2024,286,2274,25,63,579,13,17
1126,John Goodall,https://scholar.google.com/citations?hl=en&user=wRgcV8EAAAAJ,wRgcV8EAAAAJ,Oak Ridge National Laboratory,Verified email at ornl.gov,2271,"Computer science, information systems, information visualization, visual analytics, human-computer interaction",1998,2022,91,2271,26,39,1036,17,27
1127,cecilia rossignoli,https://scholar.google.com/citations?hl=en&user=byjyUCAAAAAJ,byjyUCAAAAAJ,University of Verona,Verified email at univr.it,2262,"Organizational Studies, Network Organizations, Information Systems, Business Intelligence, Knowledge  Management",1987,2024,232,2264,27,56,1616,24,32
1128,Anton Kos,https://scholar.google.com/citations?hl=en&user=Ij-BBmYAAAAJ,Ij-BBmYAAAAJ,"University of Ljubljana, Faculty of Electrical Engineering",Verified email at fe.uni-lj.si,2259,"Biofeedback, Sensors in Sport, DataFlow Computing, Information Systems, Quality of Service",1997,2024,189,2259,27,43,1740,22,36
1129,Hera Antonopoulou,https://scholar.google.com/citations?hl=en&user=S4KDB94AAAAJ,S4KDB94AAAAJ,"Professor at the Dept. of Management Science and Technology, University of Patras",Verified email at upatras.gr,2259,"Information Systems, Computational Mathematics",1985,2024,132,2259,29,44,1937,25,33
1130,Ulrich Gnewuch,https://scholar.google.com/citations?hl=en&user=u1DhiaAAAAAJ,u1DhiaAAAAAJ,University of Passau,Verified email at uni-passau.de,2254,"Chatbots, Artificial Intelligence, Business Intelligence & Analytics, Information Systems",2016,2024,47,2254,18,24,2200,17,23
1131,Kathrin Figl,https://scholar.google.com/citations?hl=en&user=6vHPX6wAAAAJ,6vHPX6wAAAAJ,"Full Professor for Information Systems, University of Innsbruck",Verified email at uibk.ac.at,2253,"Human-AI Interaction, Digital Nudging, Human-Centric IS Design, BPM, Information Systems",2003,2024,119,2253,27,54,1129,18,34
1132,Abel Usoro,https://scholar.google.com/citations?hl=en&user=uKT3ZbYAAAAJ,uKT3ZbYAAAAJ,International Information Technology and Economic Development Association (IITEDA),Verified email at iiteda.org,2249,"Knowledge management, e-learning, information systems",1999,2022,128,2249,19,33,816,14,17
1133,Ramlah Hussein,https://scholar.google.com/citations?hl=en&user=8WLye6UAAAAJ,8WLye6UAAAAJ,"Associate Professor of Information Systems, King Abdul Aziz University",Verified email at kau.edu.sa,2249,Information Systems,2003,2021,61,2249,22,29,815,16,20
1134,"Abd Rahman AHLAN, Dr",https://scholar.google.com/citations?hl=en&user=NP6oa-AAAAAJ,NP6oa-AAAAAJ,"Professor, International Islamic University Malaysia",Verified email at iium.edu.my,2248,"Information Systems, Information Security Management, Risk Management, Project Management",2005,2022,107,2248,25,39,1248,21,32
1135,Jos JM Trienekens,https://scholar.google.com/citations?hl=en&user=Aj2d6gQAAAAJ,Aj2d6gQAAAAJ,Technische Universiteit Eindhoven,Verified email at tue.nl,2246,Information systems,1988,2024,237,2246,26,57,834,14,24
1136,Dr. Osama Sohaib,https://scholar.google.com/citations?hl=en&user=PB7c9SwAAAAJ,PB7c9SwAAAAJ,A/Professor - Info. Systems/ Analytics (AURAK); Adjunct Fellow (University of Technology …,Verified email at aurak.ac.ae,2241,"Digital Business, Information Systems, Human-Centered AI, Applied Machine Learning",2010,2024,102,2241,25,48,1849,22,42
1137,Muhammad Irwan Padli Nasution,https://scholar.google.com/citations?hl=en&user=16imzy8AAAAJ,16imzy8AAAAJ,Universitas Islam Negeri Sumatera Utara,Verified email at uinsu.ac.id,2233,"Information Systems, Computer for Education, Digital Business, Management",1966,2024,663,2233,19,46,2155,18,46
1138,John G Mooney,https://scholar.google.com/citations?hl=en&user=qj39fDUAAAAJ,qj39fDUAAAAJ,Full Professor of Information Systems and Technology Management,Verified email at pepperdine.edu,2231,"information systems, digital innovation, responsible AI",1994,2024,50,2231,17,23,789,11,11
1139,Prof. John Effah,https://scholar.google.com/citations?hl=en&user=1oE7kjkAAAAJ,1oE7kjkAAAAJ,University of Ghana Business School,Verified email at ug.edu.gh,2231,"Information Systems, Digitalisation, Digital transformation",2009,2024,96,2231,19,34,1991,18,31
1140,José Luís Reis,https://scholar.google.com/citations?hl=en&user=N8yDVUgAAAAJ,N8yDVUgAAAAJ,"Professor of Information Systems, University of Maia",Verified email at umaia.pt,2230,"Information Systems, Information Technologies, Marketing, Artificial Intelligence, Data Mining",1983,2024,80,2234,11,12,1414,8,8
1141,Christos A. Fidas,https://scholar.google.com/citations?hl=en&user=73F7boAAAAAJ,73F7boAAAAAJ,"Associate Professor, University of Patras, Greece",Verified email at upatras.gr,2229,"Information Systems, Human Cognitive Modeling, Cultural Heritage, Human Computer Interaction, Usable Security",2001,2024,141,2229,26,61,1325,19,40
1142,Francesco Parisi,https://scholar.google.com/citations?hl=en&user=kvjE_UgAAAAJ,kvjE_UgAAAAJ,University of Calabria,Verified email at dimes.unical.it,2227,"Databases, Artificial Intelligence, Knowledge Representation and Reasoning, Information Systems, Reasoning under Uncertainty",2004,2024,182,2226,26,67,1375,19,51
1143,Professor S. Kamal Chaharsooghi,https://scholar.google.com/citations?hl=en&user=IitYW5AAAAAJ,IitYW5AAAAAJ,"Professor of Industrial & Systems Engineering, Tarbiat Modares University",Verified email at modares.ac.ir,2224,"Supply Chain Management, Information Systems, Systems Engineering, Strategic Management",2002,2024,85,2224,21,37,1152,18,27
1144,karam Gouda,https://scholar.google.com/citations?hl=en&user=FwX7Ud8AAAAJ,FwX7Ud8AAAAJ,"Associate Professor of Information Systems, Benha University",Verified email at fci.bu.edu.eg,2223,Information Systems,1998,2024,26,2223,9,9,456,7,6
1145,Václav Řepa,https://scholar.google.com/citations?hl=en&user=ApWtslgAAAAJ,ApWtslgAAAAJ,"University of Economics, Prague",Verified email at vse.cz,2210,"business informatics, information systems, eGovernment, business process management, Enterprise Architecture",1992,2024,141,2210,15,31,631,9,9
1146,MARCO ANTONIO GUTIERREZ,https://scholar.google.com/citations?hl=en&user=tkMINUUAAAAJ,tkMINUUAAAAJ,"Associate Professor, Medical School & Polytechnic School, University of Sao Paulo",Verified email at hc.fm.usp.br,2207,"Biomedical Informatics, Medical Image, Information Systems",1985,2024,317,2207,26,49,1120,19,30
1147,Shavneet Sharma (PhD),https://scholar.google.com/citations?hl=en&user=4yR1C1YAAAAJ,4yR1C1YAAAAJ,"Senior Lecturer, University of the South Pacific",Verified email at usp.ac.fj,2203,"Marketing, Consumer Behavior, Hospitality & Tourism Management, Information Systems, Artificial",1983,2024,78,2203,24,29,2196,24,29
1148,Dr Joyce Gikandi,https://scholar.google.com/citations?hl=en&user=1V1GRX0AAAAJ,1V1GRX0AAAAJ,"Senior Lecturer, Mount Kenya University",Verified email at mku.ac.ke,2196,"Information Systems, Educational Technology, e-Learning",2010,2024,44,2196,11,11,1360,9,9
1149,Boon Siong Neo,https://scholar.google.com/citations?hl=en&user=UbR_fdwAAAAJ,UbR_fdwAAAAJ,"Nanyang Business School, Nanyang Technological University",,2192,"Information Systems, Public Sector Governance, Strategy",1988,2018,58,2193,16,21,458,7,5
1150,Vassilios Chatzis,https://scholar.google.com/citations?hl=en&user=wHJXupoAAAAJ,wHJXupoAAAAJ,"Professor, Democritus University of Thrace, Greece",Verified email at mst.duth.gr,2188,"Image and Signal Processing, Information Systems, Artificial Intelligence, Business Intelligence",1995,2023,51,2188,13,16,824,7,6
1151,Martin Adam,https://scholar.google.com/citations?hl=en&user=rSty624AAAAJ,rSty624AAAAJ,University of Goettingen,Verified email at uni-goettingen.de,2185,"Information Systems, Digital Transformation, Artificial Intelligence, User Decision-Making, Well",2018,2024,57,2185,18,26,2175,18,26
1152,Gabriela Viale Pereira,https://scholar.google.com/citations?hl=en&user=6o6vW-gAAAAJ,6o6vW-gAAAAJ,Associate Professor for Information Systems at Danube University Krems,Verified email at donau-uni.ac.at,2176,"Information Systems, Smart Governance, E-government, Smart Cities, Open Data",2010,2024,119,2176,17,29,2004,16,25
1153,Aang Subiyakto,https://scholar.google.com/citations?hl=en&user=S_8Nz2sAAAAJ,S_8Nz2sAAAAJ,"Associate Professor in Information Systems, UIN Syarif Hidayatullah Jakarta",Verified email at uinjkt.ac.id,2174,"Information Systems, Social Computing, Human-Computer Interaction",2004,2024,268,2174,24,46,1670,24,46
1154,Qiang Wei,https://scholar.google.com/citations?hl=en&user=xHFga2sAAAAJ,xHFga2sAAAAJ,"Professor of School of Economics and Management, Tsinghua University",Verified email at sem.tsinghua.edu.cn,2171,"Big Data Analytics, Business Intelligence, Data Mining, Fuzzy Logic, Information Systems",1999,2024,126,2171,24,44,1134,18,26
1155,Mi(Jamie) Zhou,https://scholar.google.com/citations?hl=en&user=5K9VI14AAAAJ,5K9VI14AAAAJ,"Associate Professor, Virginia Commonwealth University(VCU)",Verified email at vcu.edu,2168,"Accounting, Finance, Information Systems",2014,2024,26,2168,10,10,1868,10,10
1156,Jordan William Suchow,https://scholar.google.com/citations?hl=en&user=S9xCl8EAAAAJ,S9xCl8EAAAAJ,Stevens Institute of Technology,Verified email at stevens.edu,2167,"cognitive science, information systems, vision, learning, crowdsourcing",2005,2024,111,2169,18,22,1681,18,21
1157,Evi Triandini,https://scholar.google.com/citations?hl=en&user=cSku1GYAAAAJ,cSku1GYAAAAJ,Institut Teknologi dan Bisnis STIKOM Bali,Verified email at stikom-bali.ac.id,2165,"Software Engineering, E-commerce, information Systems",2011,2024,105,2165,15,22,2032,15,21
1158,Lei Zhou,https://scholar.google.com/citations?hl=en&user=Kj2qeh8AAAAJ,Kj2qeh8AAAAJ,"Robert H. Smith School of Business, University of Maryland",Verified email at umd.edu,2164,"Accounting, Information Systems, Cybersecurity",2003,2024,15,2164,10,10,1150,10,10
1159,JP Allen,https://scholar.google.com/citations?hl=en&user=QsIcmK4AAAAJ,QsIcmK4AAAAJ,University of San Francisco,Verified email at usfca.edu,2162,"Information Systems, Technology and Inequality, Digital Entrepreneurship, Open Technology",1992,2024,92,2162,22,30,813,13,16
1160,Christian Huemer,https://scholar.google.com/citations?hl=en&user=jJ7BjEoAAAAJ,jJ7BjEoAAAAJ,Vienna University of Technology,Verified email at big.tuwien.ac.at,2160,"Business Informatics, Electronic Commerce, Conceptual Modeling, Information Systems",1993,2024,277,2160,22,66,836,12,18
1161,Jean Pratt,https://scholar.google.com/citations?hl=en&user=hTH-icgAAAAJ,hTH-icgAAAAJ,University of Wisconsin--Eau Claire,Verified email at uwec.edu,2154,"information systems, systems analysis and design, database management",1994,2023,34,2154,14,17,789,8,7
1162,Paula de Camargo Fiorini,https://scholar.google.com/citations?hl=en&user=XOy8UGwAAAAJ,XOy8UGwAAAAJ,"Assistant Professor, São Paulo State University (UNESP)",Verified email at unesp.br,2141,"Information systems, Technology management, Sustainable Operations, Sustainable Supply Chain, Innovation",2014,2024,44,2145,17,19,2089,17,18
1163,Kexin Zhao,https://scholar.google.com/citations?hl=en&user=eNc40IcAAAAJ,eNc40IcAAAAJ,UNC Charlotte,Verified email at uncc.edu,2140,Information systems,2003,2024,34,2140,24,28,1372,17,24
1164,Adi Alsyouf,https://scholar.google.com/citations?hl=en&user=occ63aQAAAAJ,occ63aQAAAAJ,Associate professor of Health Information System at king Abdelaziz university,Verified email at kau.edu.sa,2125,"Information Systems, Health Information System, Health Management, Healthcare Management, E_Health",2017,2024,46,2125,25,32,2120,25,32
1165,Luning Liu (刘鲁宁),https://scholar.google.com/citations?hl=en&user=UiU-O38AAAAJ,UiU-O38AAAAJ,Harbin Institute of Technology,Verified email at hit.edu.cn,2122,"Big Data and E-government, Smart City, E-commerce, Information Systems",2007,2024,124,2122,23,37,1728,21,33
1166,Sung Ho Ha,https://scholar.google.com/citations?hl=en&user=B_Ta134AAAAJ,B_Ta134AAAAJ,"Professor of Business, Kyungpook National University",Verified email at knu.ac.kr,2120,"data science, machine learning, information systems",1992,2018,68,2120,20,25,541,12,13
1167,Baojun Gao,https://scholar.google.com/citations?hl=en&user=YR6TPCsAAAAJ,YR6TPCsAAAAJ,Wuhan University,Verified email at whu.edu.cn,2119,"Business Analytics, Information Systems, Simulation",2002,2024,48,2119,19,29,1928,18,21
1168,Scott Thiebes,https://scholar.google.com/citations?hl=en&user=sfNUkEsAAAAJ,sfNUkEsAAAAJ,Karlsruhe Institute of Technology,Verified email at kit.edu,2117,"Information Systems, Digital Health, Trustworthy AI, Privacy, Gamification",2012,2024,78,2117,21,33,1930,20,32
1169,Paul Bocij,https://scholar.google.com/citations?hl=en&user=EPVe9dwAAAAJ,EPVe9dwAAAAJ,"Director of Programmes, School of Technology, BPP University",Verified email at qa.com,2108,"information systems, business information systems, e-business, cybercrime, business simulation",1995,2023,49,2108,17,23,633,12,13
1170,Rob Wilson,https://scholar.google.com/citations?hl=en&user=xfPDmbcAAAAJ,xfPDmbcAAAAJ,"Professor, Northumbria University",Verified email at northumbria.ac.uk,2104,"Information Systems, Sociotechnical Systems, Social Care, Public Management, Health Informatics",1976,2024,233,2104,24,50,1070,17,31
1171,Ricardo Seguel,https://scholar.google.com/citations?hl=en&user=jVs_cZAAAAAJ,jVs_cZAAAAAJ,Universidad Adolfo Ibáñez,Verified email at uai.cl,2099,Information Systems,2005,2015,20,2099,6,5,1214,2,1
1172,Ramanath Subramanyam,https://scholar.google.com/citations?hl=en&user=mBUftcAAAAAJ,mBUftcAAAAAJ,Professor of Business Administration,Verified email at illinois.edu,2099,"Information Systems, Sustainability, Software Mgmt., IT Governance, Machine Learning and AI",2001,2022,55,2099,13,15,760,10,11
